line_number,covered
1323,False
1320,False
1326,False
1327,False
1324,False
982,False
983,False
1328,False
981,False
986,False
115,True
116,True
111,True
113,True
112,True
2396,False
1854,False
1855,False
2312,False
2171,False
1253,False
1250,False
915,False
1391,False
309,False
2600,False
2602,False
306,False
307,False
1933,False
2257,False
1931,False
1930,False
1937,False
1936,False
1934,False
1939,False
842,False
2398,False
2399,False
2565,False
2566,False
1630,False
1987,False
1633,False
1982,False
1983,False
1733,False
1735,False
1734,False
1736,False
2587,False
980,False
1329,False
755,False
2238,False
560,False
562,True
1595,False
1594,False
2187,False
1590,False
1593,False
2184,False
2189,False
2188,False
222,False
1024,False
1027,False
1021,False
1020,False
1023,False
1022,False
2219,False
2218,False
1181,False
724,False
725,False
722,False
723,False
2352,False
2353,False
1740,False
2354,False
2355,False
605,True
604,True
607,False
606,False
601,True
1208,False
602,False
1205,False
1206,False
609,False
608,False
2584,False
1892,False
2183,False
2135,False
2132,False
2130,False
2131,False
1446,False
1444,False
1443,False
1442,False
1441,False
1440,False
476,False
2182,False
2007,False
2648,False
2641,True
2642,False
2644,True
2645,False
2647,True
489,False
1800,False
473,False
1365,False
1362,False
1363,False
474,False
2009,False
